contestId,index,name,type,points,tags,rating,difficulty_bucket,num_tags,index_letter,is_versioned,name_length,has_special_tag,tag_binary_search,tag_bitmasks,tag_brute_force,tag_chinese_remainder_theorem,tag_combinatorics,tag_communication,tag_constructive_algorithms,tag_data_structures,tag_dfs_and_similar,tag_divide_and_conquer,tag_dp,tag_dsu,tag_expression_parsing,tag_fft,tag_flows,tag_games,tag_geometry,tag_graph_matchings,tag_graphs,tag_greedy,tag_hashing,tag_implementation,tag_interactive,tag_math,tag_matrices,tag_number_theory,tag_probabilities,tag_schedules,tag_shortest_paths,tag_sortings,tag_string_suffix_structures,tag_strings,tag_ternary_search,tag_trees,tag_two_pointers
2228,E2,Amanojaku and Sequence (Hard Version),PROGRAMMING,1500.0,"['combinatorics', 'data structures', 'implementation', 'math']",2500,Expert,4,E,1,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2228,E1,Amanojaku and Sequence (Easy Version),PROGRAMMING,2000.0,"['combinatorics', 'math']",2400,Expert,2,E,1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2228,D,"Sanae, Cross and Color",PROGRAMMING,2500.0,"['binary search', 'data structures', 'implementation']",1900,Hard,3,D,0,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,C2,Cirno and Number (Hard Version),PROGRAMMING,1000.0,"['binary search', 'dfs and similar', 'dp', 'greedy', 'implementation']",1600,Medium,5,C,1,31,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,C1,Cirno and Number (Easy Version),PROGRAMMING,1500.0,"['binary search', 'brute force', 'dp', 'greedy', 'implementation']",1500,Medium,5,C,1,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,B,Remilia Plays Soku,PROGRAMMING,750.0,"['games', 'implementation']",1100,Easy,2,B,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,A,Marisa Steals Reimu's Takeout,PROGRAMMING,500.0,"['greedy', 'implementation']",800,Easy,2,A,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,H,Fallen Leaves,PROGRAMMING,1250.0,"['dfs and similar', 'dp', 'trees']",2100,Hard,3,H,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2227,G,Drowning,PROGRAMMING,1250.0,"['binary search', 'data structures', 'math']",2000,Hard,3,G,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2227,F,It Just Keeps Going Sideways,PROGRAMMING,1250.0,"['binary search', 'data structures', 'dp', 'greedy', 'math']",1700,Medium,5,F,0,28,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2227,E,It All Went Sideways,PROGRAMMING,1250.0,"['binary search', 'data structures', 'dp', 'greedy']",1400,Medium,4,E,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,D,Palindromex,PROGRAMMING,1250.0,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation', 'two pointers']",1200,Medium,7,D,0,11,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2227,C,Snowfall,PROGRAMMING,1250.0,"['constructive algorithms', 'math']",800,Easy,2,C,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2227,B,Party Monster,PROGRAMMING,1250.0,['greedy'],800,Easy,1,B,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,A,Koshary,PROGRAMMING,1250.0,"['implementation', 'math']",800,Easy,2,A,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2226,G,Stop Spot,PROGRAMMING,2500.0,"['implementation', 'strings', 'trees']",3000,Expert,3,G,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2226,F,Inversion Invasion,PROGRAMMING,2500.0,"['math', 'number theory']",2800,Expert,2,F,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2226,E,Mental Monumental (Hard Version),PROGRAMMING,2500.0,"['data structures', 'greedy', 'math', 'two pointers']",2300,Hard,4,E,1,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2226,D,Reserved Reversals,PROGRAMMING,2000.0,"['constructive algorithms', 'dp', 'greedy', 'math']",1900,Hard,4,D,0,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2226,C,Mental Monumental (Easy Version),PROGRAMMING,1500.0,"['binary search', 'data structures', 'greedy', 'math', 'two pointers']",1500,Medium,5,C,1,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2226,B,Everything Everywhere,PROGRAMMING,750.0,"['greedy', 'math', 'number theory']",900,Easy,3,B,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2226,A,Disturbing Distribution,PROGRAMMING,500.0,"['greedy', 'math']",800,Easy,2,A,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2225,G,Simple Problem,PROGRAMMING,1250.0,"['brute force', 'graphs', 'greedy', 'number theory']",2900,Expert,4,G,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2225,F,String Cutting,PROGRAMMING,1250.0,"['binary search', 'brute force', 'greedy', 'hashing', 'string suffix structures', 'strings']",2600,Expert,6,F,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2225,E,Covering Points with Circles,PROGRAMMING,1250.0,"['constructive algorithms', 'geometry', 'math']",2200,Hard,3,E,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2225,D,Exceptional Segments,PROGRAMMING,1250.0,"['bitmasks', 'brute force', 'math']",1500,Medium,3,D,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2225,C,Red-Black Pairs,PROGRAMMING,1250.0,"['dp', 'greedy']",1100,Easy,2,C,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,B,Alternating String,PROGRAMMING,1250.0,"['brute force', 'greedy']",900,Easy,2,B,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,A,A Number Between Two Others,PROGRAMMING,1250.0,"['greedy', 'math']",800,Easy,2,A,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2224,B,Zhily and Mex and Max,PROGRAMMING,750.0,"['constructive algorithms', 'greedy', 'math', 'sortings']",1200,Medium,4,B,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2224,A,Zhily and Array Operating,PROGRAMMING,500.0,"['constructive algorithms', 'greedy']",800,Easy,2,A,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,F,Zhily and Colorful Strings,PROGRAMMING,4500.0,"['divide and conquer', 'fft', 'math']",3400,Expert,3,F,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2223,E,Zhily and Permutation,PROGRAMMING,3500.0,"['data structures', 'divide and conquer', 'trees']",3500,Expert,3,E,0,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2223,D,Zhily and Cycle,PROGRAMMING,2500.0,"['graphs', 'greedy']",2800,Expert,2,D,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,C,Zhily and Signpost,PROGRAMMING,1500.0,"['chinese remainder theorem', 'dfs and similar', 'math', 'number theory', 'trees']",2300,Hard,5,C,0,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2223,B,Zhily and Barknights,PROGRAMMING,750.0,"['binary search', 'data structures', 'dp', 'math', 'sortings', 'two pointers']",1600,Medium,6,B,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2223,A,Zhily and Bracket Swapping,PROGRAMMING,500.0,"['constructive algorithms', 'greedy']",1300,Medium,2,A,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,H,Counting Sort?,PROGRAMMING,4000.0,"['brute force', 'combinatorics', 'dp']",3500,Expert,3,H,0,14,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,G,Statistics on Tree,PROGRAMMING,3500.0,"['binary search', 'brute force', 'dfs and similar', 'divide and conquer', 'graphs', 'trees']",3100,Expert,6,G,0,18,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2222,F,Building Tree,PROGRAMMING,3000.0,"['data structures', 'divide and conquer', 'dsu', 'graphs', 'implementation']",2600,Expert,5,F,0,13,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,E,Seek the Truth,PROGRAMMING,2250.0,"['binary search', 'bitmasks', 'constructive algorithms', 'interactive']",2000,Hard,4,E,0,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2222,D,Permutation Construction,PROGRAMMING,2000.0,"['constructive algorithms', 'data structures', 'sortings']",1800,Medium,3,D,0,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2222,C,Median Partition,PROGRAMMING,1500.0,"['dp', 'math']",1500,Medium,2,C,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2222,B,Artistic Balance Tree,PROGRAMMING,1250.0,"['greedy', 'sortings']",1100,Easy,2,B,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
